name,iso_country,municipality,iata_code,,,,
Clintonville Municipal Airport,US,Clintonville,CLI,,,,
Maripasoula Airport,GF,Maripasoula,MPY,,,,
Coolah Airport,AU,,CLH,,,,
Saint-Laurent-du-Maroni Airport,GF,Saint-Laurent-du-Maroni,LDX,,,,
Coalinga Airport,US,,CLG,,,,
New Coalinga Municipal Airport,US,Coalinga,CLG,,,,
RAF Coltishall,GB,Norwich,CLF,,,,
Cleveland Hopkins International Airport,US,Cleveland,CLE,,,,
Mc Clellan-Palomar Airport,US,Carlsbad,CLD,,,,
Clear Lake Metroport,US,Clear Lake,CLC,,,,
Castlebar Airport,IE,Castlebar,CLB,,,,
Moyobamba Airport,PE,Moyobamba,MBP,,,,
Comilla Airport,BD,Comilla,CLA,,,,
Iberia Airport,PE,Iberia,IBP,,,,
Ã‡anakkale Airport,TR,Ã‡anakkale,CKZ,,,,
Conakry International Airport,GN,Conakry,CKY,,,,
Chicken Airport,US,Chicken,CKX,,,,
Graeme Rowley Aerodrome,AU,Christmas Creek Mine,CKW,,,,
Clarksvilleâ€“Montgomery County Regional Airport,US,Clarksville,CKV,,,,
Cordova Municipal Airport,US,Cordova,CKU,,,,
Sarakhs Airport,IR,Sarakhs,CKT,,,,
CarajÃ¡s Airport,BR,Parauapebas,CKS,,,,
Crane Island Airstrip,US,Crane Island,CKR,,,,
Jorge ChÃ¡vez International Airport,PE,Lima,LIM,,,,
CornÃ©lio ProcÃ³pio Airport,BR,CornÃ©lio ProcÃ³pio,CKO,,,,
Crookston Municipal Kirkwood Field,US,Crookston,CKN,,,,
Shumba Airport,PE,JaÃ©n,JAE,,,,
Juanjui Airport,PE,JuanjuÃ,JJI,,,,
Francisco Carle Airport,PE,Jauja,JAU,,,,
Inca Manco Capac International Airport,PE,Juliaca,JUL,,,,
Fletcher Field,US,Clarksdale,CKM,,,,
Chkalovskiy Air Base,RU,Moscow,CKL,,,,
Sharp County Regional Airport,US,Ash Flat,CKK,,,,
Ilo Airport,PE,Ilo,ILQ,,,,
Croker Island Airport,AU,,CKI,,,,
Chokurdakh Airport,RU,Chokurdah,CKH,,,,
Chongqing Jiangbei International Airport,CN,Chongqing,CKG,,,,
Lampson Field,US,Lakeport,CKE,,,,
Alferez Fap David Figueroa Fernandini Airport,PE,HuÃ¡nuco,HUU,,,,
Crooked Creek Airport,US,Crooked Creek,CKD,,,,
Cherkasy International Airport,UA,Cherkasy,CKC,,,,
Coronel FAP Francisco Secada Vignetta International Airport,PE,Iquitos,IQT,,,,
North Central West Virginia Airport,US,Clarksburg,CKB,,,,
Kegelman AF Aux Field,US,Cherokee,CKA,,,,
Jeju International Airport,KR,Jeju City,CJU,,,,
San Antonio Copalar Airport,MX,ComitÃ¡n,CJT,,,,
Abraham GonzÃ¡lez International Airport,MX,Ciudad JuÃ¡rez,CJS,,,,
Nusawiru Airport,ID,Cijulang,CJN,,,,
Chumphon Airport,TH,,CJM,,,,
Chitral Airport,PK,Chitral,CJL,,,,
Cheongju International Airport/Cheongju Air Base (K-59/G-513),KR,Cheongju,CJJ,,,,
Chilko Lake (Tsylos Park Lodge) Airport,CA,Chilko Lake,CJH,,,,
Coondewanna Airport,AU,Coondewanna,CJF,,,,
El Loa Airport,CL,Calama,CJC,,,,
Coimbatore International Airport,IN,Coimbatore,CJB,,,,
Mayor General FAP Armando Revoredo Iglesias Airport,PE,Cajamarca,CJA,,,,
Coari Airport,BR,Coari,CIZ,,,,
Tepoe Airstrip,SR,Kasikasima,KCB,,,,
Comiso Airport,IT,Comiso,CIY,,,,
Capitan FAP Jose A Quinones Gonzales International Airport,PE,Chiclayo,CIX,,,,
Canouan Airport,VC,Canouan,CIW,,,,
Chomley Seaplane Base,US,Chomley,CIV,,,,
Chippewa County International Airport,US,Sault Ste Marie,CIU,,,,
Shymkent Airport,KZ,Shymkent,CIT,,,,
Canton Island Airport,KI,Abariringa,CIS,,,,
Cairo Regional Airport,US,Cairo,CIR,,,,
Chiquimula Airport,GT,Chiquimula,CIQ,,,,
Chipata Airport,ZM,Chipata,CIP,,,,
Teniente Col Carmelo Peralta Airport,PY,ConcepciÃ³n,CIO,,,,
Arthur N Neu Airport,US,Carroll,CIN,,,,
Cimitarra Airport,CO,Cimitarra,CIM,,,,
Council Airport,US,Council,CIL,,,,
Chalkyitsik Airport,US,Chalkyitsik,CIK,,,,
CapitÃ¡n AnÃ,BO,Cobija,CIJ,,,,
Ã‡Ä±ldÄ±r Airport,TR,AydÄ±n,CII,,,,
Erechim Airport,BR,Erechim,ERM,,,,
Francisco BeltrÃ£o Airport,BR,Francisco BeltrÃ£o,FBE,,,,
Changzhi Airport,CN,Changzhi,CIH,,,,
Craig Moffat Airport,US,Craig,CIG,,,,
Walter BÃ¼ndchen Airport,BR,Horizontina,HRZ,,,,
IjuÃ,BR,IjuÃ,IJU,,,,
Itaqui Airport,BR,Itaqui,ITQ,,,,
Santa Terezinha Airport,BR,JoaÃ§aba,JCB,,,,
Chifeng Airport,CN,Chifeng,CIF,,,,
Collie Airport,AU,Collie,CIE,,,,
The Eastern Iowa Airport,US,Cedar Rapids,CID,,,,
Chico Municipal Airport,US,Chico,CIC,,,,
Ciampinoâ€“G. B. Pastine International Airport,IT,Rome,CIA,,,,
Chiloquin State Airport,US,Chiloquin,CHZ,,,,
Helmuth Baungarten Airport,BR,Lontras,LOI,,,,
Choiseul Bay Airport,SB,,CHY,,,,
Cap Manuel NiÃ±o International Airport,PA,Changuinola,CHX,,,,
Aerodromo de Chaves,PT,Chaves,CHV,,,,
Chuathbaluk Airport,US,Chuathbaluk,CHU,,,,
Chatham Islands-Tuuta Airport,NZ,Waitangi,CHT,,,,
Charleston Air Force Base-International Airport,US,Charleston,CHS,,,,
ChÃ¢teauroux-DÃ©ols Marcel Dassault Airport,FR,ChÃ¢teauroux/DÃ©ols,CHR,,,,
Chania International Airport,GR,Souda,CHQ,,,,
Circle Hot Springs Airport,US,Circle Hot Springs,CHP,,,,
Charlottesville Albemarle Airport,US,Charlottesville,CHO,,,,
Jeon Ju Airport (G-703),KR,Jeon Ju,CHN,,,,
Teniente FAP Jaime A De Montreuil Morales Airport,PE,Chimbote,CHM,,,,
Challis Airport,US,Challis,CHL,,,,
Chickasha Municipal Airport,US,Chickasha,CHK,,,,
Chipinge Airport,ZW,Chipinge,CHJ,,,,
Chachapoyas Airport,PE,Chachapoyas,CHH,,,,
Chaoyang Airport,CN,Chaoyang,CHG,,,,
SÃ£o Borja Airport,BR,SÃ£o Borja,JBS,,,,
Jinhae Airbase/Airport (G-813/K-10),KR,Jinhae,CHF,,,,
Christchurch International Airport,NZ,Christchurch,CHC,,,,
Chilas Airport,PK,Chilas,CHB,,,,
Lovell Field,US,Chattanooga,CHA,,,,
Casa Grande Municipal Airport,US,Casa Grande,CGZ,,,,
Laguindingan Airport,PH,Cagayan de Oro City,CGY,,,,
Chicago Meigs Airport,US,Chicago,CGX,,,,
Caiguna Airport,AU,,CGV,,,,
Chinguetti Airport,MR,Chinguetti,CGT,,,,
College Park Airport,US,College Park,CGS,,,,
Campo Grande Airport,BR,Campo Grande,CGR,,,,
Longjia Airport,CN,Changchun,CGQ,,,,
Shah Amanat International Airport,BD,Chittagong,CGP,,,,
Zhengzhou Xinzheng International Airport,CN,Zhengzhou,CGO,,,,
Cologne Bonn Airport,DE,Cologne,CGN,,,,
Camiguin Airport,PH,Mambajao,CGM,,,,
Soekarno-Hatta International Airport,ID,Jakarta,CGK,,,,
Kasompe Airport,ZM,Chingola,CGJ,,,,
Cape Girardeau Regional Airport,US,Cape Girardeau,CGI,,,,
Congonhas Airport,BR,SÃ£o Paulo,CGH,,,,
Casiguran Airport,PH,Casiguran,CGG,,,,
Cuyahoga County Airport,US,Cleveland,CGF,,,,
Cambridge Dorchester Airport,US,Cambridge,CGE,,,,
Changde Airport,CN,Changde,CGD,,,,
Cape Gloucester Airport,PG,Cape Gloucester,CGC,,,,
Marechal Rondon Airport,BR,CuiabÃ¡,CGB,,,,
Craig Seaplane Base,US,Craig,CGA,,,,
Santa Bernardina International Airport,UY,Durazno,DZO,,,,
Coffeyville Municipal Airport,US,Coffeyville,CFV,,,,
Cerro Largo International Airport,UY,Melo,MLZ,,,,
Carrasco International /General C L Berisso Airport,UY,Montevideo,MVD,,,,
Ioannis Kapodistrias International Airport,GR,Kerkyra Island,CFU,,,,
Greenlee County Airport,US,Clifton/Morenci,CFT,,,,
Coffs Harbour Airport,AU,Coffs Harbour,CFS,,,,
Caen-Carpiquet Airport,FR,Caen/Carpiquet,CFR,,,,
Creston Valley Regional Airport - Art Sutcliffe Field,CA,Creston,CFQ,,,,
Carpentaria Downs Airport,AU,Carpentaria Downs,CFP,,,,
Confresa Airport,BR,Confresa,CFO,,,,
Donegal Airport,IE,Donegal,CFN,,,,
Conklin (Leismer) Airport,CA,Conklin,CFM,,,,
Armando Schwarck Airport,VE,Guayabal,LPJ,,,,
Ech Cheliff Airport,DZ,,CFK,,,,
Camfield Airport,AU,,CFI,,,,
Clifton Hills Airport,AU,Clifton Hills,CFH,,,,
Escuela Mariscal Sucre Airport,VE,Maracay,MYC,,,,
Jaime Gonzalez Airport,CU,Cienfuegos,CFG,,,,
Cafunfo Airport,AO,Cafunfo,CFF,,,,
Clermont-Ferrand Auvergne Airport,FR,Clermont-Ferrand/Auvergne,CFE,,,,
Coulter Field,US,Bryan,CFD,,,,
CaÃ§ador Airport,BR,CaÃ§ador,CFC,,,,
Cabo Frio Airport,BR,Cabo Frio,CFB,,,,
Cortez Municipal Airport,US,Cortez,CEZ,,,,
Kyle Oakley Field,US,Murray,CEY,,,,
Chena Hot Springs Airport,US,Chena Hot Springs,CEX,,,,
Bob Sikes Airport,US,Crestview,CEW,,,,
Mettel Field,US,Connersville,CEV,,,,
El Dorado Airport,VE,Bolivar,EOR,,,,
Elorza Airport,VE,,EOZ,,,,
Guasdalito Airport,VE,,GDO,,,,
Guiria Airport,VE,,GUI,,,,
Guanare Airport,VE,Guanare,GUQ,,,,
Higuerote Airport,VE,Higuerote,HGE,,,,
IcabarÃº Airport,VE,,ICA,,,,
AndrÃ©s Miguel Salazar Marcano Airport,VE,Isla de Coche,ICC,,,,
Josefa Camejo International Airport,VE,ParaguanÃ¡,LSP,,,,
Kavanayen Airport,VE,,KAV,,,,
La Fria Airport,VE,,LFR,,,,
La Chinita International Airport,VE,Maracaibo,MAR,,,,
Alberto Carnevalli Airport,VE,MÃ©rida,MRD,,,,
Oconee County Regional Airport,US,Clemson,CEU,,,,
Cholet Le Pontreau Airport,FR,Cholet/Le Pontreau,CET,,,,
MaturÃ,VE,,MUN,,,,
Cessnock Airport,AU,,CES,,,,
Cherbourg-Maupertus Airport,FR,Cherbourg/Maupertus,CER,,,,
Cannes-Mandelieu Airport,FR,Cannes/Mandelieu,CEQ,,,,
ConcepciÃ³n Airport,BO,ConcepciÃ³n,CEP,,,,
Waco Kungo Airport,AO,Waco Kungo,CEO,,,,
Ciudad ObregÃ³n International Airport,MX,Ciudad ObregÃ³n,CEN,,,,
Central Airport,US,Central,CEM,,,,
Cape Eleuthera Airport,BS,Cape Eleuthera,CEL,,,,
Los Roques Airport,VE,Gran Roque Island,LRV,,,,
Chelyabinsk Balandino Airport,RU,Chelyabinsk,CEK,,,,
Chernihiv Shestovitsa Airport,UA,Chernigow,CEJ,,,,
Chiang Rai International Airport,TH,Chiang Rai,CEI,,,,
Chelinda Malawi Airport,MW,,CEH,,,,
Hawarden Airport,GB,Hawarden,CEG,,,,
Westover ARB/Metropolitan Airport,US,Springfield/Chicopee,CEF,,,,
Cherepovets Airport,RU,Cherepovets,CEE,,,,
Ceduna Airport,AU,,CED,,,,
Jack Mc Namara Field Airport,US,Crescent City,CEC,,,,
Mactan Cebu International Airport,PH,Lapu-Lapu City,CEB,,,,
Cessna Aircraft Field,US,Wichita,CEA,,,,
Cagayan de Sulu Airport,PH,Mapun,CDY,,,,
Essex County Airport,US,Caldwell,CDW,,,,
Merle K (Mudhole) Smith Airport,US,Cordova,CDV,,,,
Camden Airport,AU,,CDU,,,,
CastellÃ³n-Costa Azahar Airport,ES,CastellÃ³n de la Plana,CDT,,,,
Childress Municipal Airport,US,Childress,CDS,,,,
Chadron Municipal Airport,US,Chadron,CDR,,,,
Croydon Airport,AU,,CDQ,,,,
Pontes e Lacerda Airport,BR,Pontes e Lacerda,LCB,,,,
Kadapa Airport,IN,Kadapa,CDP,,,,
Cradock Airport,ZA,Cradock,CDO,,,,
Woodward Field,US,Camden,CDN,,,,
Candle 2 Airport,US,Candle,CDL,,,,
ConceiÃ§Ã£o do Araguaia Airport,BR,ConceiÃ§Ã£o Do Araguaia,CDJ,,,,
Cachoeiro do Itapemirim Airport,BR,Cachoeiro Do Itapemirim,CDI,,,,
Harrell Field,US,Camden,CDH,,,,
EirunepÃ© Airport,BR,EirunepÃ©,ERN,,,,
Charles de Gaulle International Airport,FR,Paris,CDG,,,,
Cortina Airport,IT,Cortina D'Ampezzo,CDF,,,,
Chengde Puning Airport,CN,Chengde,CDE,,,,
Gurupi Airport,BR,Gurupi,GRP,,,,
Cauquira Airport,HN,Cauquira,CDD,,,,
HumaitÃ¡ Airport,BR,HumaitÃ¡,HUW,,,,
Cedar City Regional Airport,US,Cedar City,CDC,,,,
Ipiranga Airport,BR,Santo AntÃ´nio Do IÃ§Ã¡,IPG,,,,
Santa Izabel do Morro Airport,BR,CristalÃ¢ndia,IDO,,,,
Ji-ParanÃ¡ Airport,BR,Ji-ParanÃ¡,JPR,,,,
JuÃ,BR,JuÃ,JIA,,,,
Juruena Airport,BR,Juruena,JRN,,,,
JataÃ,BR,JataÃ,JTI,,,,
Cold Bay Airport,US,Cold Bay,CDB,,,,
Cooinda Airport,AU,,CDA,,,,
Chub Cay Airport,BS,,CCZ,,,,
Northeast Iowa Regional Airport,US,Charles City,CCY,,,,
LÃ¡brea Airport,BR,LÃ¡brea,LBR,,,,
CÃ¡ceres Airport,BR,CÃ¡ceres,CCX,,,,
MauÃ©s Airport,BR,MauÃ©s,MBZ,,,,
Cowell Airport,AU,,CCW,,,,
Craig Cove Airport,VU,Craig Cove,CCV,,,,
Netaji Subhash Chandra Bose International Airport,IN,Kolkata,CCU,,,,
Colonia Catriel Airport,AR,Colonia Catriel,CCT,,,,
SimÃ³n BolÃ,VE,Caracas,CCS,,,,
Fonte Boa Airport,BR,Fonte Boa,FBA,,,,
Buchanan Field,US,Concord,CCR,,,,
Carriel Sur Airport,CL,Concepcion,CCP,,,,
Carimagua Airport,CO,Puerto LÃ³pez,CCO,,,,
Chakcharan Airport,AF,Chakcharan,CCN,,,,
DiomÃ,BR,CriciÃºma,CCM,,,,
Chinchilla Airport,AU,,CCL,,,,
Cocos (Keeling) Islands Airport,CC,Cocos (Keeling) Islands,CCK,,,,
Calicut International Airport,IN,Calicut,CCJ,,,,
ConcÃ³rdia Airport,BR,ConcÃ³rdia,CCI,,,,
Chile Chico Airport,CL,Chile Chico,CCH,,,,
Tapuruquara Airport,BR,Santa Isabel Do Rio Negro,IRZ,,,,
Crane County Airport,US,Crane,CCG,,,,
Carcassonne Airport,FR,Carcassonne/Salvaza,CCF,,,,
Capital International Airport,EG,,CCE,,,,
Century City Heliport,US,Los Angeles,CCD,,,,
Vila Bela da SantÃ,BR,Vila Bela Da SantÃ,MTG,,,,
Jardines Del Rey Airport,CU,Cayo Coco,CCC,,,,
Regional Orlando Villas Boas Airport,BR,MatupÃ¡,MBK,,,,
Cable Airport,US,Upland,CCB,,,,
Chimore Airport,BO,Chimore,CCA,,,,
Canobie Airport,AU,Canobie,CBY,,,,
Condobolin Airport,AU,,CBX,,,,
Campo MourÃ£o Airport,BR,Campo MourÃ£o,CBW,,,,
Coban Airport,GT,Coban,CBV,,,,
Cottbus-Drewitz Airport,DE,Cottbus,CBU,,,,
Bartica A Airport,GY,Bartica,GFO,,,,
Cheddi Jagan International Airport,GY,Georgetown,GEO,,,,
Catumbela Airport,AO,Catumbela,CBT,,,,
Oro Negro Airport,VE,Cabimas,CBS,,,,
Imbaimadai Airport,GY,Imbaimadai,IMB,,,,
Kamarang Airport,GY,Kamarang,KAR,,,,
Karanambo Airport,GY,Karanambo,KRM,,,,
Karasabai Airport,GY,Karasabai,KRG,,,,
Kato Airport,GY,Kato,KTO,,,,
Konawaruk Airport,GY,Konawaruk,KKG,,,,
Canberra International Airport,AU,Canberra,CBR,,,,
Lumid Pau Airport,GY,Lumid Pau,LUB,,,,
Lethem Airport,GY,Lethem,LTM,,,,
Margaret Ekpo International Airport,NG,Calabar,CBQ,,,,
Mahdia Airport,GY,Mahdia,MHA,,,,
Awang Airport,PH,Cotabato City,CBO,,,,
Monkey Mountain Airport,GY,Monkey Mountain,MYM,,,,
Matthews Ridge Airport,GY,Matthews Ridge,MWJ,,,,
Penggung Airport,ID,Cirebon-Java Island,CBN,,,,
Columbus Air Force Base,US,Columbus,CBM,,,,
Aeropuerto General Tomas de Heres. Ciudad Bolivar,VE,,CBL,,,,
Shalz Field,US,Colby,CBK,,,,
Cabo Rojo Airport,DO,Cabo Rojo,CBJ,,,,
Cape Barren Island Airport,AU,,CBI,,,,
BÃ©char Boudghene Ben Ali Lotfi Airport,DZ,BÃ©char,CBH,,,,
Cambridge Airport,GB,Cambridge,CBG,,,,
Council Bluffs Municipal Airport,US,Council Bluffs,CBF,,,,
Greater Cumberland Regional Airport,US,Cumberland,CBE,,,,
Car Nicobar Air Force Station,IN,,CBD,,,,
Cherrabun Airport,AU,,CBC,,,,
Jorge Wilsterman International Airport,BO,Cochabamba,CBB,,,,
Cobar Airport,AU,,CAZ,,,,
Cayenne-Rochambeau Airport,GF,Cayenne / Rochambeau,CAY,,,,
Carlisle Airport,GB,Carlisle,CAX,,,,
Bartolomeu Lisandro Airport,BR,Campos Dos Goytacazes,CAW,,,,
Cazombo Airport,AO,Cazombo,CAV,,,,
Caruaru Airport,BR,Caruaru,CAU,,,,
Cascais Airport,PT,Cascais,CAT,,,,
Anfa Airport,MA,Casablanca,CAS,,,,
Caribou Municipal Airport,US,Caribou,CAR,,,,
Juan H White Airport,CO,Caucasia,CAQ,,,,
Cap Haitien International Airport,HT,Cap Haitien,CAP,,,,
Clayton Municipal Airpark,US,Clayton,CAO,,,,
Guangzhou Baiyun International Airport,CN,Guangzhou,CAN,,,,
Camiri Airport,BO,Camiri,CAM,,,,
Campbeltown Airport,GB,Campbeltown,CAL,,,,
Martinique AimÃ© CÃ©saire International Airport,MQ,Fort-de-France,FDF,,,,
Akron Canton Regional Airport,US,Akron,CAK,,,,
Canaima Airport,VE,Canaima,CAJ,,,,
Les Bases Airport,GP,Grand Bourg,GBJ,,,,
Cairo International Airport,EG,Cairo,CAI,,,,
Terre-de-Haut Airport,GP,Les Saintes,LSS,,,,
CÃ  Mau Airport,VN,Ca Mau City,CAH,,,,
Cagliari Elmas Airport,IT,Cagliari,CAG,,,,
Point Salines International Airport,GD,Saint George's,GND,,,,
Carauari Airport,BR,Carauari,CAF,,,,
Columbia Metropolitan Airport,US,Columbia,CAE,,,,
Wexford County Airport,US,Cadillac,CAD,,,,
Cascavel Airport,BR,Cascavel,CAC,,,,
Cabinda Airport,AO,Cabinda,CAB,,,,
Catacamas Airport,HN,Catacamas,CAA,,,,
RAF Brize Norton,GB,Brize Norton,BZZ,,,,
BÄƒlÈ›i International Airport,MD,BÄƒlÈ›i,BZY,,,,
Bazhong Enyang Airport,CN,Bazhong,BZX,,,,
Maya-Maya Airport,CG,Brazzaville,BZV,,,,
Diego Jimenez Torres Airport,PR,Fajardo,FAJ,,,,
Buta Zega Airport,CD,,BZU,,,,
Eugenio Maria De Hostos Airport,PR,Mayaguez,MAZ,,,,
Eagle Air Park,US,Brazoria,BZT,,,,
Buzzards Point Seaplane Base,US,Washington,BZS,,,,
BÃ©ziers-Vias Airport,FR,BÃ©ziers/Vias,BZR,,,,
Bizant Airport,AU,Lakefield National Park,BZP,,,,
Bolzano Airport,IT,Bolzano,BZO,,,,
Gallatin Field,US,Bozeman,BZN,,,,
Bemolanga Airport,MG,Bemolanga,BZM,,,,
Barisal Airport,BD,Barisal,BZL,,,,
Bryansk Airport,RU,Bryansk,BZK,,,,
BalÄ±kesir Merkez Airport,TR,,BZI,,,,
Bumi Airport,ZW,Bumi,BZH,,,,
Bydgoszcz Ignacy Jan Paderewski Airport,PL,Bydgoszcz,BZG,,,,
Benton Field,US,Redding,BZF,,,,
Philip S. W. Goldson International Airport,BZ,Belize City,BZE,,,,
Balranald Airport,AU,,BZD,,,,
Umberto Modiano Airport,BR,Cabo Frio,BZC,,,,
Bazaruto Island Airport,MZ,Bazaruto Island,BZB,,,,
F. D. Roosevelt Airport,BQ,Sint Eustatius,EUX,,,,
San Pedro Airport,NI,Bonanza,BZA,,,,
Baniyala Airport,AU,Baniyala,BYX,,,,
Blakely Island Airport,US,Blakely Island,BYW,,,,
Beira Lake Seaplane Base,LK,Colombo,BYV,,,,
Bayreuth Airport,DE,Bayreuth,BYU,,,,
Bantry Aerodrome,IE,Bantry,BYT,,,,
Bicycle Lake Army Air Field,US,Fort Irwin/Barstow,BYS,,,,
LÃ¦sÃ¸ Airport,DK,LÃ¦sÃ¸,BYR,,,,
Bunyu Airport,ID,Bunju Island,BYQ,,,,
Barimunya Airport,AU,,BYP,,,,
IÄŸdÄ±r Airport,TR,IÄŸdÄ±r,IGD,,,,
John A. Osborne Airport,MS,Gerald's Park,MNI,,,,
Bonito Airport,BR,Bonito,BYO,,,,
Bayankhongor Airport,MN,Bayankhongor,BYN,,,,
Carlos Manuel de Cespedes Airport,CU,Bayamo,BYM,,,,
Bella Yella Airport,LR,Beliyela,BYL,,,,
BouakÃ© Airport,CI,,BYK,,,,
Beja Airport / Airbase,PT,Beja,BYJ,,,,
Burley Municipal Airport,US,Burley,BYI,,,,
Arkansas International Airport,US,Blytheville,BYH,,,,
Johnson County Airport,US,Buffalo,BYG,,,,
Terrance B. Lettsome International Airport,VG,Road Town,EIS,,,,
Albert-Bray Airport,FR,Albert/Bray,BYF,,,,
Al-Bayda Airport,YE,Al-Bayda,BYD,,,,
Yacuiba Airport,BO,YacuÃ,BYC,,,,
Dibba Airport,OM,Dibba Al-Baya,BYB,,,,
Boundary Airport,US,Boundary,BYA,,,,
Bunsil Airport,PG,Bunsil - Umboi Island,BXZ,,,,
Mustique Airport,VC,Mustique Island,MQS,,,,
Krainiy Airport,KZ,Baikonur,BXY,,,,
Borama Airport,SO,Borama,BXX,,,,
Bawean Airport,ID,Bawean,BXW,,,,
BreiÃ°dalsvÃ,IS,BreiÃ°dalsvÃ,BXV,,,,
Bancasi Airport,PH,Butuan City,BXU,,,,
Bontang Airport,ID,Bontang-Borneo Island,BXT,,,,
Borrego Valley Airport,US,Borrego Springs,BXS,,,,
Mchauru Airport,TZ,Geita,GIT,,,,
Lushoto Airport,TZ,Lushoto,LUY,,,,
Bam Airport,IR,,BXR,,,,
BiaÅ‚a Podlaska Airfield,PL,BiaÅ‚a Podlaska,BXP,,,,
Myrhorod Air Base,UA,Myrhorod,MXR,,,,
Kakhnovka Airfield,UA,Kremenchuk,KHU,,,,
Buochs Airport,CH,Buochs,BXO,,,,
ImsÄ±k Airport,TR,,BXN,,,,
Batom Airport,ID,Batom-Papua Island,BXM,,,,
Blue Lagoon Seaplane Base,FJ,Nanuya Lailai Island,BXL,,,,
Kokshetau Airport,KZ,Kokshetau,KOV,,,,
Buckeye Municipal Airport,US,Buckeye,BXK,,,,
Boralday Airport,KZ,Aima Ata,BXJ,,,,
Boundiali Airport,CI,Boundiali,BXI,,,,
Issyk-Kul International Airport,KG,Tamchy,IKU,,,,
Manas International Airport,KG,Bishkek,FRU,,,,
Balkhash Airport,KZ,Balkhash,BXH,,,,
Bendigo Airport,AU,,BXG,,,,
Zhezkazgan Airport,KZ,Zhezkazgan,DZN,,,,
Sary-Arka Airport,KZ,Karaganda,KGF,,,,
Kzyl-Orda Southwest Airport,KZ,Kzyl-Orda,KZO,,,,
Bellburn Airstrip,AU,Pumululu National Park,BXF,,,,
Ekibastuz Airport,KZ,Ekibastuz,EKB,,,,
Bakel Airport,SN,Bakel,BXE,,,,
Bade Airport,ID,Bade,BXD,,,,
Babo Airport,ID,Babo-Papua Island,BXB,,,,
George R Carr Memorial Air Field,US,Bogalusa,BXA,,,,
RAF Bentwaters,GB,Woodbridge,BWY,,,,
Atyrau Airport,KZ,Atyrau,GUW,,,,
Blimbingsari Airport,ID,Banyuwangi,BWX,,,,
Las Brujas Airport,CU,Cayo Santa Maria,BWW,,,,
Kostanay West Airport,KZ,Kostanay,KSN,,,,
Heydar Aliyev International Airport,AZ,Baku,GYD,,,,
Ganja Airport,AZ,Ganja,KVD,,,,
Lankaran International Airport,AZ,Lankaran,LLK,,,,
Sydney Bankstown Airport,AU,Sydney,BWU,,,,
Gabala International Airport,AZ,Gabala,GBB,,,,
Wynyard Airport,AU,Burnie,BWT,,,,
Brewarrina Airport,AU,,BWQ,,,,
Bewani Airport,PG,Bewani,BWP,,,,
Gyumri Shirak Airport,AM,Gyumri,LWN,,,,
Zvartnots International Airport,AM,Yerevan,EVN,,,,
Balakovo Airport,RU,Balakovo,BWO,,,,
Brunei International Airport,BN,Bandar Seri Begawan,BWN,,,,
Bowman Regional Airport,US,Bowman,BWM,,,,
Earl Henry Airport,US,Blackwell,BWL,,,,
Bol Airport,HR,BraÄ,BWK,,,,
Bawan Airport,PG,,BWJ,,,,
Baltimore/Washington International Thurgood Marshall Airport,US,Baltimore,BWI,,,,
Moma Airport,RU,Khonuu,MQJ,,,,
Magan Airport,RU,Magan,GYG,,,,
Butterworth Airport,MY,Butterworth,BWH,,,,
Bowling Green Warren County Regional Airport,US,Bowling Green,BWG,,,,
Barrow Walney Island Airport,GB,Barrow-in-Furness,BWF,,,,
Braunschweig-Wolfsburg Airport,DE,Braunschweig,BWE,,,,
Brownwood Regional Airport,US,Brownwood,BWD,,,,
Brawley Municipal Airport,US,Brawley,BWC,,,,
Barrow Island Airport,AU,,BWB,,,,
Gautam Buddha Airport,NP,Bhairawa,BWA,,,,
Beverley Springs Airport,AU,,BVZ,,,,
Beverly Municipal Airport,US,Beverly,BVY,,,,
Mirny Airport,RU,Mirny,MJZ,,,,
Batesville Regional Airport,US,Batesville,BVX,,,,
Batavia Downs Airport,AU,,BVW,,,,
Burevestnik Airport,RU,Iturup Island,BVV,,,,
Beluga Airport,US,Beluga,BVU,,,,
Breves Airport,BR,Breves,BVS,,,,
Tiksi Airport,RU,Tiksi,IKS,,,,
Esperadinha Airport,CV,Brava Island,BVR,,,,
Savannah Airstrip,UG,Kihihi,KHX,,,,
Bolovip Airstrip,PG,Bolovip,BVP,,,,
Bartlesville Municipal Airport,US,Bartlesville,BVO,,,,
Kopitnari Airport,GE,Kutaisi,KUT,,,,
Belmonte Airport,BR,Belmonte,BVM,,,,
Baures Airport,BO,Baures,BVL,,,,
Huacaraje Airport,BO,Itenes,BVK,,,,
Birdsville Airport,AU,,BVI,,,,
Magdagachi Airport,RU,Magdagachi,GDG,,,,
Brigadeiro CamarÃ£o Airport,BR,Vilhena,BVH,,,,
Khabarovsk-Novy Airport,RU,Khabarovsk,KHV,,,,
Komsomolsk-on-Amur Airport,RU,Komsomolsk-on-Amur,KXK,,,,
Maygatka Airport.,RU,Sovetskaya Gavan,GVN,,,,
Ugolny Airport,RU,Anadyr,DYR,,,,
BerlevÃ¥g Airport,NO,BerlevÃ¥g,BVG,,,,
Keperveem Airport,RU,Keperveem,KPW,,,,
Sokol Airport,RU,Magadan,GDX,,,,
Markovo Airport,RU,Markovo,KVM,,,,
Bui-Dama Airport,FJ,Bua,BVF,,,,
Brive-Souillac,FR,Brive la Gaillarde,BVE,,,,
